0,405.585
1,448.42
2,475.42
3,501.935
4,505.75
5,524.59
6,533.75
7,539.095
8,545.02
9,554.495
10,561.65
11,570.77
12,559.09
13,570.32
14,579.695
15,593.615
16,603.03
17,617.61
18,610.14
19,618.975
20,617.32
21,619.02
22,645.045
23,639.05
24,646.27
25,644.605
26,652.795
27,658.045
28,645.15
29,655.795
30,655.555
31,654.99
32,651.22
33,656.315
34,664.87
35,661.585
36,670.015
37,676.01
38,691.445
39,696.865
40,696.945
41,708.22
42,735.56
43,734.155
44,749.125
45,754.58
46,748.895
47,753.435
48,761.36
49,755.455
50,759.205
51,763.355
52,777.02
53,776.755
54,778.315
55,777.38
56,780.975
57,789.81
58,785.12
59,792.095
60,775.24
61,786.68
62,795.875
63,802.42
64,794.835
65,786.07
66,810.81
67,813.94
68,822.435
69,829.21
70,828.74
71,810.915
72,816.73
73,829.345
74,822.66
75,816.685
76,809.4
77,818.715
78,817.36
79,833.625
80,811.49
81,824.11
82,844.725
83,834.83
84,825.0
85,826.67
86,827.14
87,838.095
88,844.635
89,838.625
90,827.955
91,840.37
92,823.92
93,838.44
94,826.265
95,837.37
96,829.51
97,841.71
98,847.805
99,834.435
100,848.665
101,837.775
102,849.84
103,833.57
104,837.87
105,855.4
106,843.975
107,858.115
108,869.97
109,868.215
110,893.78
111,890.155
112,881.465
113,893.695
114,898.01
115,907.54
116,896.44
117,925.135
118,896.97
119,937.98
120,932.6
121,916.285
122,914.59
123,919.54
124,917.895
125,935.575
126,907.405
127,914.675
128,921.57
129,934.305
130,926.48
131,905.14
132,925.625
133,914.075
134,918.465
135,925.075
136,926.715
137,922.76
138,926.78
139,943.55
140,923.91
141,928.94
142,919.7
143,918.57
144,924.025
145,917.98
146,933.505
147,917.14
148,934.525
149,934.86
150,928.105
151,927.895
152,936.145
153,923.75
154,946.08
155,921.79
156,914.995
157,935.975
158,933.32
159,930.27
160,920.365
161,928.03
162,934.015
163,945.34
164,961.18
165,939.25
166,924.385
167,939.705
168,932.555
169,916.13
170,943.61
171,926.19
172,936.385
173,947.095
174,929.53
175,932.4
176,942.225
177,955.405
178,947.935
179,934.7
180,945.975
181,954.44
182,959.27
183,944.685
184,960.095
185,951.435
186,971.43
187,948.855
188,946.935
189,923.545
190,930.65
191,932.955
192,959.795
193,918.73
194,919.73
195,948.53
196,939.72
197,937.125
198,936.19
199,938.255
200,940.49
201,949.385
202,922.325
203,939.0
204,946.07
205,952.03
206,961.515
207,943.945
208,954.495
209,963.815
210,939.39
211,934.33
212,950.05
213,963.01
214,947.51
215,964.27
216,953.87
217,967.305
218,952.295
219,937.865
220,949.295
221,949.255
222,959.025
223,955.225
224,935.455
225,957.01
226,950.155
227,954.8
228,968.83
229,961.31
230,945.48
231,933.56
232,933.52
233,967.38
234,960.5
235,959.63
236,956.67
237,968.91
238,954.045
239,960.16
240,975.655
241,950.325
242,977.44
243,969.6
244,973.995
245,966.245
246,970.9
247,963.45
248,954.75
249,967.635
250,998.63
251,978.185
252,965.985
253,979.095
254,1005.71
255,991.47
256,994.595
257,981.985
258,976.73
259,973.08
260,980.94
261,995.13
262,979.66
263,989.76
264,1006.215
265,994.005
266,989.03
267,981.42
268,981.775
269,971.505
270,992.365
271,997.105
272,972.765
273,975.48
274,974.805
275,999.355
276,997.295
277,972.71
278,1007.925
279,1014.99
280,989.735
281,981.525
282,1003.605
283,995.96
284,981.84
285,986.92
286,1010.77
287,1005.94
288,1011.7
289,988.35
290,1007.335
291,1020.205
292,1016.835
293,993.115
294,1009.735
295,1010.61
296,1026.31
297,968.05
298,1002.175
299,1024.3
300,1013.48
301,1016.605
302,1033.435
303,991.805
304,1006.01
305,994.35
306,1022.04
307,1016.87
308,1040.015
309,1028.04
310,1022.93
311,996.9
312,1013.58
313,1006.705
314,1004.365
315,1002.445
316,994.035
317,1006.415
318,1006.935
319,997.04
320,1008.635
321,1030.8
322,1025.13
323,1015.96
324,1023.955
325,998.945
326,1016.695
327,1016.275
328,991.46
329,993.22
330,1007.2
331,1024.35
332,999.52
333,990.43
334,1011.325
335,1006.47
336,1009.36
337,989.84
338,1004.115
339,1010.595
340,1009.175
341,992.895
342,991.8
343,1015.18
344,1008.265
345,1032.34
346,1034.08
347,1022.545
348,1010.43
349,1001.46
350,993.635
351,993.57
352,1007.545
353,1024.0
354,1028.845
355,1007.565
356,1021.39
357,1014.59
358,1021.49
359,999.065
360,1009.25
361,1000.49
362,1029.725
363,1014.83
364,1010.925
365,979.845
366,1002.265
367,1002.59
368,1000.52
369,996.98
370,991.71
371,999.06
372,1004.16
373,1005.435
374,995.855
375,1013.77
376,1023.355
377,1003.645
378,984.915
379,1014.56
380,1013.25
381,980.665
382,996.44
383,1028.555
384,1009.435
385,1013.075
386,1012.885
387,1008.095
388,1025.52
389,987.68
390,1003.02
391,1020.515
392,995.445
393,1017.175
394,1030.5
395,1007.35
396,1022.315
397,998.275
398,999.825
399,1024.585
400,1005.345
401,1003.355
402,1015.18
403,1025.9
404,1023.895
405,1031.33
406,1005.0
407,1001.335
408,999.645
409,1006.55
410,1012.84
411,1006.985
412,999.065
413,994.955
414,1025.645
415,1027.665
416,1018.21
417,1010.415
418,1006.395
419,1005.87
420,1011.585
421,1009.465
422,995.1
423,1015.275
424,1012.605
425,1023.175
426,1028.84
427,1001.455
428,1025.805
429,1016.08
430,1010.53
431,1013.45
432,993.67
433,989.925
434,1002.15
435,1008.33
436,1017.415
437,1008.86
438,988.67
439,1010.895
440,1006.7
441,1002.265
442,987.255
443,1012.81
444,1014.185
445,1028.01
446,997.065
447,1015.01
448,1027.445
449,1027.38
450,1031.075
451,1001.965
452,1012.29
453,1015.19
454,1011.565
455,1010.825
456,1003.0
457,999.205
458,1015.28
459,1017.675
460,1015.765
461,1015.69
462,1027.005
463,1023.92
464,1017.985
465,995.505
466,1023.565
467,1004.765
468,1011.61
469,1019.475
470,1014.4
471,1040.98
472,1008.67
473,1004.74
474,1003.585
475,982.045
476,1000.83
477,1020.27
478,999.88
479,1005.045
480,1003.67
481,1008.575
482,1013.75
483,1032.715
484,1012.355
485,1029.06
486,1006.945
487,995.72
488,1015.985
489,1003.79
490,1007.055
491,988.025
492,1002.05
493,1016.295
494,1017.79
495,1012.4
496,994.745
497,1006.095
498,1009.085
499,1010.66
