0,414.09
1,454.705
2,490.855
3,504.065
4,517.94
5,520.305
6,515.05
7,527.34
8,534.395
9,545.08
10,548.605
11,563.44
12,565.83
13,564.26
14,567.58
15,572.305
16,567.845
17,579.525
18,581.895
19,604.365
20,610.225
21,626.42
22,618.81
23,623.645
24,639.88
25,666.63
26,678.005
27,684.44
28,702.59
29,702.79
30,713.43
31,736.03
32,731.565
33,748.01
34,712.09
35,736.42
36,735.24
37,753.285
38,754.87
39,752.185
40,754.9
41,754.65
42,756.405
43,760.765
44,768.795
45,772.47
46,768.795
47,767.88
48,773.68
49,779.225
50,773.485
51,780.305
52,786.81
53,802.275
54,787.1
55,807.195
56,789.795
57,793.835
58,795.855
59,809.13
60,798.58
61,816.33
62,802.125
63,800.155
64,813.63
65,830.545
66,817.215
67,821.625
68,825.47
69,827.04
70,823.1
71,820.405
72,817.905
73,820.09
74,811.815
75,835.665
76,814.865
77,811.975
78,822.89
79,823.97
80,829.995
81,835.905
82,834.45
83,845.93
84,834.285
85,820.475
86,825.59
87,833.62
88,827.76
89,850.855
90,846.69
91,854.99
92,843.06
93,822.1
94,850.775
95,837.985
96,852.52
97,864.885
98,849.965
99,859.8
100,836.06
101,856.56
102,843.495
103,852.49
104,860.32
105,852.55
106,851.415
107,851.555
108,859.655
109,854.37
110,847.035
111,852.105
112,840.11
113,868.055
114,871.465
115,847.895
116,858.75
117,866.615
118,861.055
119,850.19
120,868.295
121,869.885
122,863.31
123,877.82
124,868.155
125,894.82
126,883.415
127,875.165
128,897.53
129,865.37
130,872.675
131,876.14
132,870.545
133,877.13
134,872.775
135,869.775
136,861.045
137,869.495
138,855.73
139,859.945
140,900.675
141,881.8
142,874.27
143,875.92
144,881.3
145,855.115
146,870.005
147,874.215
148,872.17
149,877.555
150,866.015
151,873.53
152,860.005
153,857.75
154,875.365
155,873.22
156,882.28
157,870.31
158,873.655
159,878.17
160,873.93
161,886.975
162,873.565
163,895.805
164,890.18
165,888.165
166,876.78
167,897.52
168,883.425
169,894.01
170,890.555
171,884.535
172,871.22
